"","gene","O20_384Bulk_Plate2_S356.gencode.vM19","P11_384Bulk_Plate2_S371.gencode.vM19","K9_384Bulk_Plate2_S249.gencode.vM19","I13_384Bulk_Plate2_S205.gencode.vM19","F11_384Bulk_Plate1_S131.gencode.vM19","G3_384Bulk_Plate1_S147.gencode.vM19","G8_384Bulk_Plate2_S152.gencode.vM19","C19_384Bulk_Plate2_S67.gencode.vM19"
"5141","Bdp1",276,249,224,311,301,279,186,150
"5142","Bean1",32,38,26,29,30,34,34,28
"5143","Becn1",775,752,662,778,697,605,714,547
"5144","Begain",6,11,11,10,7,12,10,6
"5145","Bend3",186,93,126,113,114,126,107,86
"5146","Bend4",94,90,90,64,70,108,75,51
"5147","Bend5",153,105,75,120,90,91,86,89
"5148","Bend6",20,28,39,15,55,28,27,14
"5149","Bend7",62,50,41,63,54,55,65,42
"5150","Best1",9,7,12,10,33,20,12,5
"5151","Best2",0,0,12,5,2,4,2,0
"5152","Best3",151,140,189,129,213,89,249,145
"5153","Best4-ps",0,1,0,2,5,0,0,2
"5154","Bet1",212,141,123,206,126,147,121,125
"5155","Bet1l",128,72,61,103,98,104,75,64
"5156","Bex1",15,3,1,7,8,5,16,4
"5157","Bex2",3,0,0,0,0,0,2,0
"5158","Bex3",23,45,25,42,37,21,26,13
"5159","Bex4",0,4,5,8,2,1,0,4
"5160","Bex6",1,0,0,3,4,9,2,0
"5161","Bfar",859,901,724,856,701,610,667,366
"5162","Bfsp1",29,15,5,5,8,22,8,7
"5163","Bfsp2",3,6,2,7,10,5,2,2
"5164","Bglap",0,0,0,0,0,0,0,3
"5165","Bglap2",0,2,0,0,0,4,0,0
"5166","Bglap3",1,0,3,0,4,0,0,0
"5167","Bgn",3254,3052,2484,3224,2929,2505,3397,2594
"5168","Bhlha15",0,1,3,1,5,1,7,0
"5169","Bhlha9",1,1,3,3,0,0,0,0
"5170","Bhlhb9",360,251,230,275,207,218,280,167
"5171","Bhlhe22",10,3,6,10,18,1,8,1
"5172","Bhlhe23",0,0,2,0,5,7,0,0
"5173","Bhlhe40",451,754,699,479,1062,378,1030,1504
"5174","Bhlhe41",210,187,196,214,529,207,355,366
"5175","Bhmt",11,1,6,10,11,21,7,1
"5176","Bhmt-ps1",0,0,1,6,4,6,8,0
"5177","Bhmt2",9,4,0,6,13,26,2,2
"5178","Bicc1",310,323,307,329,304,287,323,240
"5179","Bicd1",324,154,264,263,272,250,213,169
"5180","Bicd2",2247,1702,1467,2178,1658,1558,1709,1254
"5181","Bicdl1",90,101,66,113,128,72,55,74
"5182","Bicdl2",0,8,1,3,4,2,7,0
"5183","Bicra",202,151,125,160,133,150,148,111
"5184","Bicral",232,235,218,222,180,181,204,181
"5185","Bid",19,20,29,21,31,36,48,23
"5186","Bik",63,68,88,72,32,59,54,60
"5187","Bin1",80,135,82,142,115,83,141,78
"5188","Bin2",25,26,22,45,51,11,54,32
"5189","Bin3",83,64,79,75,113,81,98,67
"5190","Birc2",488,365,378,479,350,330,462,215
"5191","Birc3",116,154,115,188,141,156,165,126
"5192","Birc5",24,25,11,11,5,24,19,1
"5193","Birc6",1199,835,778,943,951,1109,781,639
"5194","Birc7",5,7,0,1,1,11,6,0
"5195","Bivm",134,113,162,140,146,108,130,78
"5196","Blcap",919,846,759,942,658,721,686,551
"5197","Blk",35,40,29,44,83,53,52,30
"5198","Blm",30,74,64,51,39,38,58,33
"5199","Blmh",475,438,367,484,361,363,361,301
"5200","Blnk",33,60,72,56,59,58,100,54
"5201","Bloc1s1",248,324,183,304,231,123,265,169
"5202","Bloc1s2",88,66,51,89,59,53,78,58
"5203","Bloc1s2-ps",1,2,1,0,3,1,1,3
"5204","Bloc1s3",96,64,46,78,48,51,48,35
"5205","Bloc1s4",196,139,101,127,141,99,143,104
"5206","Bloc1s5",246,244,153,215,259,187,268,190
"5207","Bloc1s6",477,507,406,551,423,405,520,293
"5208","Bloc1s6os",0,2,0,3,7,2,4,0
"5209","Bloodlinc",0,3,1,2,5,9,2,2
"5210","Blvra",110,188,146,142,144,113,172,121
"5211","Blvrb",101,110,78,127,114,78,135,100
"5212","Blzf1",443,312,367,419,283,307,336,220
"5213","Bmf",34,14,9,32,6,37,17,11
"5214","Bmi1",751,637,502,799,493,480,584,468
"5215","Bmp1",535,589,406,582,401,513,498,339
"5216","Bmp10",28,713,661,860,773,685,451,609
"5217","Bmp15",7,0,3,0,2,7,3,0
"5218","Bmp2",54,35,25,52,38,49,55,35
"5219","Bmp2k",132,108,113,212,133,170,181,144
"5220","Bmp3",40,49,44,52,79,65,40,30
"5221","Bmp4",77,65,52,59,73,58,65,59
"5222","Bmp5",9,6,16,31,30,26,39,4
"5223","Bmp6",659,379,339,469,251,221,404,271
"5224","Bmp7",43,54,30,27,33,21,32,13
"5225","Bmp8a",2,1,4,0,3,7,1,0
"5226","Bmp8b",4,3,11,7,10,7,5,5
"5227","Bmper",116,136,91,155,125,113,136,78
"5228","Bmpr1a",1012,873,1017,1184,1017,1165,1111,611
"5229","Bmpr1b",22,24,36,28,56,28,46,1
"5230","Bmpr2",784,545,510,688,611,689,599,400
"5231","Bms1",337,346,365,388,265,307,309,188
"5232","Bmt2",335,210,317,343,249,278,251,196
"5233","Bmx",54,43,41,52,28,56,46,16
"5234","Bmyc",74,77,55,64,70,52,70,29
"5235","Bnc1",45,31,29,34,27,64,54,6
"5236","Bnc2",28,40,57,56,86,64,67,57
"5237","Bnip1",262,214,199,195,187,214,212,128
"5238","Bnip2",1544,1340,1240,1703,1336,1180,1321,874
"5239","Bnip3",2393,1778,1926,2412,2346,1393,2429,1845
"5240","Bnip3l",520,553,407,608,459,449,494,349
"5241","Bnip3l-ps",17,1,2,9,5,14,0,1
"5242","Bnipl",2,1,6,11,16,11,5,0
"5243","Boc",142,186,126,163,147,171,109,109
"5244","Bod1",1353,1240,881,1401,1044,705,1047,818
"5245","Bod1l",440,404,394,537,362,380,410,287
"5246","Bok",90,94,86,123,113,87,141,80
"5247","Bola1",107,147,88,118,107,48,92,62
"5248","Bola2",46,66,56,80,59,39,67,36
"5249","Bola3",1104,1111,857,1175,1093,567,1003,783
"5250","Boll",16,2,20,8,11,22,4,1
"5251","Bop1",412,366,286,405,307,183,330,232
"5252","Bora",45,37,44,33,28,53,42,24
"5253","Borcs5",200,213,166,158,138,104,170,99
"5254","Borcs6",207,145,138,208,157,116,137,93
"5255","Borcs7",90,98,88,91,76,71,103,75
"5256","Borcs8",208,229,219,196,124,126,147,120
"5257","Bpgm",203,180,143,189,214,128,208,144
"5258","Bphl",385,363,251,336,260,175,232,175
"5259","Bpi",0,0,3,1,8,0,6,1
"5260","Bpifa1",7,6,3,2,3,20,153,0
"5261","Bpifa2",17,12,11,2,20,12,10,3
"5262","Bpifa3",4,3,1,9,13,18,0,0
"5263","Bpifa5",5,4,4,3,1,5,4,0
"5264","Bpifa6",1,3,11,12,7,8,8,4
"5265","Bpifb1",5,8,5,7,6,16,14,0
"5266","Bpifb2",0,3,2,6,2,7,3,0
"5267","Bpifb3",3,4,11,2,10,5,4,3
"5268","Bpifb4",12,5,15,3,26,7,6,0
"5269","Bpifb5",0,4,4,8,14,7,6,0
"5270","Bpifb6",2,8,0,3,4,4,8,0
"5271","Bpifb9a",11,13,1,10,12,29,13,2
"5272","Bpifb9b",1,3,19,4,12,16,13,1
"5273","Bpifc",7,12,15,9,19,17,20,0
"5274","Bpnt1",238,344,273,366,244,188,248,174
"5275","Bptf",481,414,415,424,389,399,321,284
"5276","Braf",513,311,364,480,335,469,384,262
"5277","Brap",593,442,499,689,485,415,532,403
"5278","Brat1",227,288,227,267,238,159,175,153
"5279","Brca1",8,26,22,15,36,45,17,4
"5280","Brca2",73,48,75,80,149,99,87,32
"5281","Brcc3",325,369,297,394,318,262,295,192
"5282","Brd1",196,166,182,198,171,207,154,136
"5283","Brd2",822,568,629,681,681,529,704,478
"5284","Brd3",554,496,488,666,544,581,481,373
"5285","Brd3os",41,48,19,29,32,33,28,35
"5286","Brd4",909,769,600,914,697,669,671,584
"5287","Brd7",556,496,486,588,460,393,541,375
"5288","Brd8",485,374,443,523,384,429,407,241
"5289","Brd9",207,232,213,282,164,250,198,139
"5290","Brdt",17,22,40,30,35,37,20,11
"5291","Brf1",396,372,303,401,303,290,332,281
"5292","Brf2",57,85,41,59,56,36,72,49
"5293","Bri3",991,1001,649,978,927,474,755,684
"5294","Bri3bp",716,644,504,669,479,334,474,401
"5295","Bricd5",0,0,0,0,0,0,0,0
"5296","Brinp1",24,6,42,29,29,42,19,4
"5297","Brinp2",6,7,27,19,28,36,32,0
"5298","Brinp3",25,21,32,35,56,24,33,6
"5299","Brip1",16,22,49,42,56,52,38,8
"5300","Brip1os",181,159,132,239,140,162,202,115
"5301","Brix1",181,171,164,156,122,99,139,97
"5302","Brk1",429,554,423,532,471,376,511,368
"5303","Brms1",148,157,102,161,138,63,138,100
"5304","Brms1l",269,185,222,249,246,269,219,178
"5305","Brox",691,685,562,748,545,584,671,443
"5306","Brpf1",390,265,301,290,296,252,289,242
"5307","Brpf3",70,63,50,68,72,77,61,59
"5308","Brs3",6,0,3,1,7,15,7,2
"5309","Brsk1",19,14,8,4,25,5,5,3
"5310","Brsk2",19,19,12,14,30,33,30,14
"5311","Brwd1",1224,934,849,1011,1046,1047,863,807
"5312","Brwd3",80,48,89,61,127,78,73,61
"5313","Bscl2",359,287,215,374,244,226,313,147
"5314","Bsdc1",711,511,432,619,482,414,488,352
"5315","Bsg",17883,20141,14906,19409,15918,10507,15319,11500
"5316","Bsn",13,12,9,13,20,14,16,12
"5317","Bsnd",6,1,1,0,0,5,0,0
"5318","Bsph1",3,2,4,2,9,7,3,5
"5319","Bsph2",0,0,6,4,4,1,3,2
"5320","Bsph2-ps",0,5,0,0,1,0,0,8
"5321","Bspry",5,8,19,3,10,20,4,4
"5322","Bst1",29,12,21,24,25,22,18,3
"5323","Bst2",164,111,137,177,132,100,252,195
"5324","Bsx",1,0,14,8,3,6,5,0
"5325","Btaf1",256,200,221,233,189,243,181,150
"5326","Btbd1",2750,2380,2183,2980,2184,1868,2368,1673
"5327","Btbd10",310,246,199,203,182,260,213,106
"5328","Btbd11",79,97,114,73,70,91,100,51
"5329","Btbd16",11,4,6,18,12,12,17,5
"5330","Btbd17",5,0,3,2,6,2,1,1
"5331","Btbd18",2,3,6,11,8,6,8,2
"5332","Btbd19",38,46,36,41,51,34,65,46
"5333","Btbd2",1270,1456,818,1376,829,742,830,651
"5334","Btbd3",455,338,302,472,240,318,308,174
"5335","Btbd35f1",5,4,1,1,0,2,2,1
"5336","Btbd35f10",0,0,0,0,0,0,0,0
"5337","Btbd35f11",0,0,0,0,0,0,0,0
"5338","Btbd35f12",0,0,2,0,0,0,0,0
"5339","Btbd35f13",0,0,0,0,3,3,0,0
"5340","Btbd35f14",0,2,3,1,2,0,5,1
"5341","Btbd35f15",6,0,0,0,0,0,0,0
"5342","Btbd35f16",0,4,1,0,0,0,3,1
